trunc_factor,coarsen_type,result
0.0161,0,0.080767
0.0161,1,0.10297600000000001
0.0161,6,0.11250099999999999
0.0161,8,0.052531
0.0162,0,0.080599
0.0162,1,0.112104
0.0162,6,0.10913600000000001
0.0162,8,0.053424
0.016300000000000002,0,0.081961
0.016300000000000002,1,0.10387700000000001
0.016300000000000002,6,0.118939
0.016300000000000002,8,0.053437
0.0164,0,0.080127
0.0164,1,0.107764
0.0164,6,0.106039
0.0164,8,0.052056
0.0165,0,0.08347399999999999
0.0165,1,0.105041
0.0165,6,0.112275
0.0165,8,0.053276000000000004
0.0166,0,0.081127
0.0166,1,0.104598
0.0166,6,0.104156
0.0166,8,0.049908
0.0167,0,0.082316
0.0167,1,0.105892
0.0167,6,0.11334000000000001
0.0167,8,0.053777000000000005
0.016800000000000002,0,0.08164099999999999
0.016800000000000002,1,0.103881
0.016800000000000002,6,0.10835099999999999
0.016800000000000002,8,0.048315
0.016900000000000002,0,0.08018800000000001
0.016900000000000002,1,0.11314
0.016900000000000002,6,0.108912
0.016900000000000002,8,0.051179999999999996
0.017,0,0.083293
0.017,1,0.101683
0.017,6,0.111734
0.017,8,0.051648
0.0171,0,0.07866200000000001
0.0171,1,0.107785
0.0171,6,0.110003
0.0171,8,0.049115
0.0172,0,0.079072
0.0172,1,0.106071
0.0172,6,0.110208
0.0172,8,0.051347
0.0173,0,0.081567
0.0173,1,0.108124
0.0173,6,0.109596
0.0173,8,0.048402
0.017400000000000002,0,0.080551
0.017400000000000002,1,0.108915
0.017400000000000002,6,0.103744
0.017400000000000002,8,0.049057
0.0175,0,0.08318600000000001
0.0175,1,0.108378
0.0175,6,0.103653
0.0175,8,0.04832500000000001
0.0176,0,0.07863500000000001
0.0176,1,0.11211
0.0176,6,0.109886
0.0176,8,0.050046999999999994
0.0177,0,0.08097299999999999
0.0177,1,0.10355199999999999
0.0177,6,0.105529
0.0177,8,0.05219
0.0178,0,0.083089
0.0178,1,0.101588
0.0178,6,0.106694
0.0178,8,0.050198
0.0179,0,0.083249
0.0179,1,0.1024
0.0179,6,0.104818
0.0179,8,0.049744
0.018000000000000002,0,0.080598
0.018000000000000002,1,0.102097
0.018000000000000002,6,0.10720700000000001
0.018000000000000002,8,0.049613000000000004
0.0181,0,0.079843
0.0181,1,0.102285
0.0181,6,0.11081300000000001
0.0181,8,0.04975400000000001
0.0182,0,0.080416
0.0182,1,0.109074
0.0182,6,0.105543
0.0182,8,0.049193999999999995
0.0183,0,0.07878299999999999
0.0183,1,0.10197300000000001
0.0183,6,0.111404
0.0183,8,0.048480999999999996
0.0184,0,0.077847
0.0184,1,0.10598300000000001
0.0184,6,0.10228999999999999
0.0184,8,0.052689
0.018500000000000003,0,0.081035
0.018500000000000003,1,0.098658
0.018500000000000003,6,0.10455500000000001
0.018500000000000003,8,0.051678
0.018600000000000002,0,0.08093
0.018600000000000002,1,0.107938
0.018600000000000002,6,0.108081
0.018600000000000002,8,0.048894
0.0187,0,0.07998
0.0187,1,0.107371
0.0187,6,0.111704
0.0187,8,0.050865
0.0188,0,0.083234
0.0188,1,0.104204
0.0188,6,0.115459
0.0188,8,0.050437
0.0189,0,0.078597
0.0189,1,0.10738800000000001
0.0189,6,0.103921
0.0189,8,0.049977
0.019,0,0.081911
0.019,1,0.105918
0.019,6,0.103501
0.019,8,0.050728999999999996
0.019100000000000002,0,0.081237
0.019100000000000002,1,0.11047
0.019100000000000002,6,0.109251
0.019100000000000002,8,0.049098
0.019200000000000002,0,0.080194
0.019200000000000002,1,0.102366
0.019200000000000002,6,0.1127
0.019200000000000002,8,0.052494
0.0193,0,0.078913
0.0193,1,0.103604
0.0193,6,0.114355
0.0193,8,0.048985
0.0194,0,0.077371
0.0194,1,0.10405500000000001
0.0194,6,0.10310599999999999
0.0194,8,0.051102
0.0195,0,0.07864299999999999
0.0195,1,0.10603
0.0195,6,0.107069
0.0195,8,0.049757
0.0196,0,0.07971500000000001
0.0196,1,0.105392
0.0196,6,0.105686
0.0196,8,0.0506
0.019700000000000002,0,0.08344599999999999
0.019700000000000002,1,0.10588499999999999
0.019700000000000002,6,0.10576999999999999
0.019700000000000002,8,0.049844
0.0198,0,0.081104
0.0198,1,0.103509
0.0198,6,0.113068
0.0198,8,0.049627000000000004
0.0199,0,0.079412
0.0199,1,0.104953
0.0199,6,0.107578
0.0199,8,0.050593
0.02,0,0.083509
0.02,1,0.105229
0.02,6,0.107053
0.02,8,0.050773
0.0201,0,0.08139099999999999
0.0201,1,0.11012999999999999
0.0201,6,0.10365
0.0201,8,0.049138
0.020200000000000003,0,0.081738
0.020200000000000003,1,0.105908
0.020200000000000003,6,0.105257
0.020200000000000003,8,0.048269
0.020300000000000002,0,0.082488
0.020300000000000002,1,0.109683
0.020300000000000002,6,0.108453
0.020300000000000002,8,0.052453
0.0204,0,0.084509
0.0204,1,0.108939
0.0204,6,0.107502
0.0204,8,0.049057
0.0205,0,0.08089199999999999
0.0205,1,0.102577
0.0205,6,0.104032
0.0205,8,0.04872
0.0206,0,0.08879000000000001
0.0206,1,0.106018
0.0206,6,0.10658
0.0206,8,0.047380000000000005
0.0207,0,0.081046
0.0207,1,0.108019
0.0207,6,0.107253
0.0207,8,0.04953
0.020800000000000003,0,0.082889
0.020800000000000003,1,0.107708
0.020800000000000003,6,0.106728
0.020800000000000003,8,0.050925000000000005
0.020900000000000002,0,0.080546
0.020900000000000002,1,0.097804
0.020900000000000002,6,0.113366
0.020900000000000002,8,0.049243999999999996
0.021,0,0.081683
0.021,1,0.104273
0.021,6,0.120145
0.021,8,0.051716
0.0211,0,0.085823
0.0211,1,0.127136
0.0211,6,0.163761
0.0211,8,0.08863900000000001
0.0212,0,0.12196399999999999
0.0212,1,0.15578599999999998
0.0212,6,0.134693
0.0212,8,0.053062
0.0213,0,0.09737499999999999
0.0213,1,0.10985099999999999
0.0213,6,0.103945
0.0213,8,0.049617
0.021400000000000002,0,0.079261
0.021400000000000002,1,0.111617
0.021400000000000002,6,0.109177
0.021400000000000002,8,0.051762999999999997
0.021500000000000002,0,0.08432200000000001
0.021500000000000002,1,0.109949
0.021500000000000002,6,0.108586
0.021500000000000002,8,0.050448
0.0216,0,0.084309
0.0216,1,0.104878
0.0216,6,0.110867
0.0216,8,0.049873999999999995
0.0217,0,0.07931
0.0217,1,0.110573
0.0217,6,0.10629
0.0217,8,0.048862
0.0218,0,0.082672
0.0218,1,0.10716899999999999
0.0218,6,0.107885
0.0218,8,0.05224
0.0219,0,0.083172
0.0219,1,0.104718
0.0219,6,0.106451
0.0219,8,0.053587
0.022000000000000002,0,0.078746
0.022000000000000002,1,0.108976
0.022000000000000002,6,0.10770500000000001
0.022000000000000002,8,0.048974
0.0221,0,0.080985
0.0221,1,0.109959
0.0221,6,0.115924
0.0221,8,0.049415
0.0222,0,0.083875
0.0222,1,0.104686
0.0222,6,0.107732
0.0222,8,0.051065
0.0223,0,0.082773
0.0223,1,0.101562
0.0223,6,0.106804
0.0223,8,0.048954
0.0224,0,0.080394
0.0224,1,0.107953
0.0224,6,0.108289
0.0224,8,0.049453
0.022500000000000003,0,0.08079900000000001
0.022500000000000003,1,0.09922600000000001
0.022500000000000003,6,0.106007
0.022500000000000003,8,0.05018
0.022600000000000002,0,0.08247
0.022600000000000002,1,0.106041
0.022600000000000002,6,0.114117
0.022600000000000002,8,0.050154
0.0227,0,0.084118
0.0227,1,0.110884
0.0227,6,0.106771
0.0227,8,0.051322999999999994
0.0228,0,0.07749
0.0228,1,0.107815
0.0228,6,0.10809500000000001
0.0228,8,0.050265000000000004
0.0229,0,0.079248
0.0229,1,0.098932
0.0229,6,0.109391
0.0229,8,0.05211299999999999
0.023,0,0.080592
0.023,1,0.103783
0.023,6,0.105405
0.023,8,0.048501999999999997
0.023100000000000002,0,0.083203
0.023100000000000002,1,0.104714
0.023100000000000002,6,0.10980799999999999
0.023100000000000002,8,0.052242000000000004
0.023200000000000002,0,0.078738
0.023200000000000002,1,0.10457
0.023200000000000002,6,0.11114
0.023200000000000002,8,0.051152
0.0233,0,0.079258
0.0233,1,0.10492
0.0233,6,0.106916
0.0233,8,0.049714
0.0234,0,0.081987
0.0234,1,0.10935
0.0234,6,0.111788
0.0234,8,0.051455
0.0235,0,0.07814499999999999
0.0235,1,0.105115
0.0235,6,0.104195
0.0235,8,0.050237000000000004
0.0236,0,0.081152
0.0236,1,0.104717
0.0236,6,0.105389
0.0236,8,0.05190500000000001
0.023700000000000002,0,0.082449
0.023700000000000002,1,0.10953
0.023700000000000002,6,0.109211
0.023700000000000002,8,0.049624
0.0238,0,0.081025
0.0238,1,0.103589
0.0238,6,0.109446
0.0238,8,0.050462
0.0239,0,0.086399
0.0239,1,0.108629
0.0239,6,0.11183799999999999
0.0239,8,0.052422
0.024,0,0.085568
0.024,1,0.106443
0.024,6,0.105586
0.024,8,0.050989
0.0241,0,0.083636
0.0241,1,0.110177
0.0241,6,0.108333
0.0241,8,0.050387
0.024200000000000003,0,0.08365700000000001
0.024200000000000003,1,0.10538199999999999
0.024200000000000003,6,0.10882499999999999
0.024200000000000003,8,0.051160000000000004
0.024300000000000002,0,0.083599
0.024300000000000002,1,0.110042
0.024300000000000002,6,0.11194799999999999
