x,y
0.778,0.07452500000000001
0.779,0.074125
0.78,0.073534
0.781,0.07475699999999999
0.782,0.07292299999999999
0.783,0.072766
0.784,0.073213
0.785,0.072615
0.786,0.070743
0.787,0.072659
0.788,0.072736
0.789,0.069802
0.79,0.071352
0.791,0.07235
0.792,0.073468
0.793,0.07311799999999999
0.794,0.07055800000000001
0.795,0.072191
0.796,0.075242
0.797,0.070606
0.798,0.069701
0.799,0.075488
0.8,0.075093
0.801,0.073508
0.802,0.071035
0.803,0.068546
0.804,0.073735
0.805,0.073317
0.806,0.072771
0.807,0.07239100000000001
0.808,0.071628
0.809,0.07102
0.81,0.07288
0.811,0.07300100000000001
0.812,0.072577
0.8130000000000001,0.072854
0.8140000000000001,0.07316500000000001
0.8150000000000001,0.071626
0.8160000000000001,0.073735
0.8170000000000001,0.07402700000000001
0.8180000000000001,0.072692
0.8190000000000001,0.072674
0.8200000000000001,0.07383200000000001
0.8210000000000001,0.07275899999999999
0.8220000000000001,0.07258400000000001
0.8230000000000001,0.072171
0.8240000000000001,0.071126
0.8250000000000001,0.070537
0.8260000000000001,0.07151099999999999
0.8270000000000001,0.07066800000000001
0.8280000000000001,0.070926
0.8290000000000001,0.072935
0.8300000000000001,0.07153000000000001
0.8310000000000001,0.07302600000000001
0.8320000000000001,0.072976
0.833,0.06833900000000001
0.834,0.07041800000000001
0.835,0.06834799999999999
0.836,0.07142899999999999
0.837,0.071384
0.838,0.067845
0.839,0.072838
0.84,0.071193
0.841,0.07258200000000001
0.842,0.069074
0.843,0.072305
0.844,0.074024
0.845,0.074003
0.846,0.069697
0.847,0.067777
0.848,0.067481
0.849,0.069704
0.85,0.068444
0.851,0.071104
0.852,0.070468
0.853,0.07159299999999999
0.854,0.073822
0.855,0.068633
0.856,0.07012299999999999
0.857,0.071877
0.858,0.067498
0.859,0.070883
0.86,0.07256599999999999
0.861,0.069604
0.862,0.06784699999999999
0.863,0.071354
0.864,0.073925
0.865,0.070384
0.866,0.069762
0.867,0.070769
0.868,0.073163
0.869,0.06737499999999999
0.87,0.07217
0.871,0.070227
0.872,0.072773
0.873,0.07342499999999999
0.874,0.072038
0.875,0.069361
0.876,0.06941900000000001
0.877,0.071208
0.878,0.071811
0.879,0.072167
0.88,0.06919900000000001
0.881,0.07483200000000001
0.882,0.070387
0.883,0.069071
0.884,0.06832099999999999
0.885,0.071858
0.886,0.069537
0.887,0.07292
0.888,0.068885
0.889,0.070351
0.89,0.069907
0.891,0.07219
0.892,0.06990099999999999
0.893,0.07261
0.894,0.073147
0.895,0.071906
0.896,0.071867
0.897,0.070958
0.898,0.073596
0.899,0.07331
0.9,0.074735
0.901,0.07064000000000001
0.902,0.069381
0.903,0.068882
0.904,0.069298
0.905,0.07167
0.906,0.068016
0.907,0.066852
0.908,0.070665
0.909,0.073488
0.91,0.06994600000000001
0.911,0.07117100000000001
0.912,0.071173
0.913,0.074835
0.914,0.068494
0.915,0.071135
0.916,0.072237
0.917,0.073479
0.918,0.070444
0.919,0.068869
0.92,0.068729
0.921,0.071638
0.922,0.070888
0.923,0.072451
0.924,0.07100100000000001
0.925,0.073158
0.926,0.06798
0.927,0.068156
0.928,0.073375
0.929,0.071704
0.93,0.067971
0.931,0.06972300000000001
0.932,0.07050300000000001
0.933,0.070775
0.934,0.068912
0.935,0.071189
0.936,0.067675
0.937,0.06768199999999999
0.9380000000000001,0.07144400000000001
0.9390000000000001,0.073684
0.9400000000000001,0.07054099999999999
0.9410000000000001,0.06970499999999999
0.9420000000000001,0.07705999999999999
0.9430000000000001,0.076955
0.9440000000000001,0.071086
0.9450000000000001,0.08562900000000001
0.9460000000000001,0.11511199999999999
0.9470000000000001,0.105472
0.9480000000000001,0.112173
0.9490000000000001,0.11496300000000001
0.9500000000000001,0.101973
0.9510000000000001,0.075351
0.9520000000000001,0.087697
0.9530000000000001,0.074794
0.9540000000000001,0.07195399999999999
0.9550000000000001,0.06870799999999999
0.9560000000000001,0.068798
0.9570000000000001,0.07239799999999999
0.9580000000000001,0.070315
0.9590000000000001,0.07578
0.96,0.073245
0.961,0.06964500000000001
0.962,0.073172
0.963,0.06651499999999999
0.964,0.070582
0.965,0.07067000000000001
0.966,0.071396
0.967,0.07193
0.968,0.068741
0.969,0.07044
0.97,0.06939999999999999
0.971,0.070476
0.972,0.069297
0.973,0.07120000000000001
0.974,0.073441
0.975,0.068951
0.976,0.074403
0.977,0.07164899999999999
0.978,0.070969
0.979,0.069664
0.98,0.069027
0.981,0.070337
0.982,0.071197
0.983,0.068334
0.984,0.066131
0.985,0.071658
0.986,0.068497
0.987,0.070408
0.988,0.06998299999999999
0.989,0.070071
0.99,0.068674
0.991,0.071562
0.992,0.070174
0.993,0.067455
0.994,0.06842100000000001
0.995,0.06632099999999999
0.996,0.065637
0.997,0.067265
0.998,0.066999
0.999,0.072572
1.0,0.079758
1.0010000000000001,0.078565
1.002,0.076766
1.0030000000000001,0.08244599999999999
1.004,0.077403
1.0050000000000001,0.078832
1.006,0.078879
1.0070000000000001,0.082421
1.008,0.079518
1.0090000000000001,0.083608
1.01,0.081263
1.0110000000000001,0.08238999999999999
1.012,0.08083299999999999
1.0130000000000001,0.079765
1.014,0.080972
1.0150000000000001,0.08200299999999999
1.016,0.081668
1.0170000000000001,0.08208599999999999
1.018,0.080708
1.0190000000000001,0.08279700000000001
1.02,0.083675
1.0210000000000001,0.08126
1.022,0.07694300000000001
1.0230000000000001,0.080442
1.024,0.08050299999999999
1.025,0.082294
1.026,0.08155799999999999
1.027,0.080697
1.028,0.080431
1.029,0.082188
1.03,0.08107400000000001
1.031,0.08021
1.032,0.081766
1.033,0.083074
1.034,0.083038
1.035,0.08267
1.036,0.082401
1.037,0.08410799999999999
1.038,0.080873
1.039,0.08084
1.04,0.07777400000000001
1.041,0.080666
1.042,0.079457
1.043,0.083259
1.044,0.082261
1.045,0.079589
1.046,0.084337
1.047,0.081515
1.048,0.07972000000000001
1.049,0.079865
1.05,0.081709
1.051,0.080789
1.052,0.078751
1.053,0.081521
1.054,0.083561
1.055,0.081622
1.056,0.083375
1.057,0.085274
1.058,0.083404
1.059,0.078753
1.06,0.083755
1.061,0.081386
1.062,0.081797
1.063,0.081406
1.064,0.08339099999999999
1.065,0.08249500000000001
1.066,0.086826
1.067,0.081223
1.068,0.079549
1.069,0.08015800000000001
1.07,0.081905
1.071,0.084993
1.072,0.08138200000000001
1.073,0.085622
1.074,0.08183
1.075,0.08292
1.076,0.078489
1.077,0.080506
1.078,0.079873
1.079,0.081711
1.08,0.082042
1.081,0.076587
1.082,0.078951
1.083,0.084163
1.084,0.08041000000000001
1.085,0.08244699999999999
1.086,0.080429
1.087,0.07879900000000001
1.088,0.077198
1.089,0.08205499999999999
1.09,0.078462
1.091,0.082928
1.092,0.077945
1.093,0.08324100000000001
1.094,0.079991
1.095,0.086557
1.096,0.082135
1.097,0.080556
1.098,0.07844100000000001
1.099,0.083049
1.1,0.080059
1.101,0.08411199999999999
1.102,0.084895
1.103,0.08222499999999999
1.104,0.078277
1.105,0.079789
1.106,0.080213
1.107,0.086256
1.108,0.08675
1.109,0.08380699999999999
1.11,0.078146
1.111,0.078987
1.112,0.081033
1.113,0.084014
1.114,0.07952100000000001
1.115,0.082514
1.116,0.083671
1.117,0.083428
1.118,0.082284
1.119,0.083515
1.12,0.081653
1.121,0.078871
1.122,0.080627
1.123,0.085161
1.124,0.08494499999999999
1.125,0.08032500000000001
1.1260000000000001,0.08083399999999999
1.127,0.08051900000000001
1.1280000000000001,0.082259
1.129,0.081313
1.1300000000000001,0.078092
1.131,0.080265
1.1320000000000001,0.083024
1.133,0.083286
1.1340000000000001,0.085244
1.135,0.08214099999999999
1.1360000000000001,0.08047
1.137,0.081675
1.1380000000000001,0.078709
1.139,0.080979
1.1400000000000001,0.077816
1.141,0.086328
1.1420000000000001,0.08374999999999999
1.143,0.083893
1.1440000000000001,0.08075099999999999
1.145,0.08108
1.1460000000000001,0.08313799999999999
1.147,0.082488
1.1480000000000001,0.08224100000000001
1.149,0.08227999999999999
1.1500000000000001,0.08235100000000001
1.151,0.080869
1.1520000000000001,0.082951
1.153,0.080388
1.154,0.081421
1.155,0.081461
1.156,0.085112
1.157,0.081064
1.158,0.082444
1.159,0.08313699999999999
1.16,0.082599
1.161,0.078091
1.162,0.082408
1.163,0.083004
1.164,0.081521
1.165,0.07774500000000001
1.166,0.08207300000000001
1.167,0.085125
1.168,0.081888
1.169,0.081813
1.17,0.079682
1.171,0.07896600000000001
1.172,0.08225099999999999
1.173,0.082198
1.174,0.081
1.175,0.081183
1.176,0.084507
1.177,0.081051
1.178,0.081722
1.179,0.081737
1.18,0.083366
1.181,0.083063
1.182,0.080598
1.183,0.08291499999999999
1.184,0.08527000000000001
1.185,0.08204700000000001
1.186,0.083526
1.187,0.081107
1.188,0.08363
1.189,0.081513
1.19,0.081221
1.191,0.08175299999999999
1.192,0.083004
1.193,0.080822
1.194,0.08452699999999999
1.195,0.08005699999999999
1.196,0.084504
1.197,0.084446
1.198,0.081591
1.199,0.07959
1.2,0.081064
1.201,0.083257
1.202,0.07997699999999999
1.203,0.079556
1.204,0.081013
1.205,0.079686
1.206,0.079795
1.207,0.081457
1.208,0.081622
1.209,0.08442
1.21,0.08093600000000001
1.211,0.082442
1.212,0.081153
1.213,0.081091
1.214,0.081885
1.215,0.078238
1.216,0.084668
1.217,0.08679300000000001
1.218,0.079207
1.219,0.086095
1.22,0.088805
1.221,0.087816
1.222,0.080682
1.223,0.07636799999999999
1.224,0.082368
1.225,0.080542
1.226,0.08497099999999999
1.227,0.079307
1.228,0.081523
1.229,0.080213
1.23,0.082272
1.231,0.08416799999999999
1.232,0.080585
1.233,0.079373
1.234,0.08116999999999999
1.235,0.079178
1.236,0.079155
1.237,0.084619
1.238,0.079541
1.239,0.080237
1.24,0.081479
1.241,0.084566
1.242,0.083874
1.243,0.07963100000000001
1.244,0.081622
1.245,0.078526
1.246,0.081936
1.247,0.086297
1.248,0.078013
1.249,0.080339
1.25,0.07844100000000001
1.2510000000000001,0.081172
1.252,0.081871
1.2530000000000001,0.08010400000000001
1.254,0.08193600000000001
1.2550000000000001,0.081831
1.256,0.08055999999999999
1.2570000000000001,0.079708
1.258,0.077712
1.2590000000000001,0.080463
1.26,0.08258599999999999
1.2610000000000001,0.083958
1.262,0.084797
1.2630000000000001,0.08235799999999999
1.264,0.082007
1.2650000000000001,0.079572
1.266,0.080556
1.2670000000000001,0.083062
1.268,0.07849300000000001
1.2690000000000001,0.08097599999999999
1.27,0.08012
1.2710000000000001,0.085064
1.272,0.081496
1.2730000000000001,0.080733
1.274,0.08094299999999999
1.2750000000000001,0.079627
1.276,0.080351
1.2770000000000001,0.08455599999999999
1.278,0.081612
1.2790000000000001,0.082257
1.28,0.07929800000000001
1.281,0.079368
1.282,0.08138300000000001
1.283,0.083857
1.284,0.080456
1.285,0.080978
1.286,0.083049
1.287,0.078331
1.288,0.078261
1.289,0.08201800000000001
1.29,0.08516499999999999
1.291,0.08299400000000001
1.292,0.08171500000000001
1.293,0.07843800000000001
1.294,0.07928299999999999
1.295,0.078501
1.296,0.084149
1.297,0.07953299999999999
1.298,0.082223
1.299,0.08438999999999999
1.3,0.082208
1.301,0.083134
1.302,0.08477799999999999
1.303,0.08622099999999999
1.304,0.08135200000000001
1.305,0.08116699999999999
